mean_K	mean_H	FST	FST_2_1	
0	0	0.0155391	0.0155391	
0	0	-0.00380331	-0.00380331	
0	0	0.301152	0.301152	
0	0	0.0657844	0.0657844	
0	0	-0.0221491	-0.0221491	
0	0	0.067053	0.067053	
0	0	0.0660148	0.0660148	
0	0	0.0433937	0.0433937	
0	0	0.0142693	0.0142693	
0	0	0.0858589	0.0858589	
0	0	0.00377715	0.00377715	
0	0	0.0250192	0.0250192	
0	0	0.0318641	0.0318641	
0	0	-0.0163603	-0.0163603	
0	0	0.0946558	0.0946558	
0	0	0.00427654	0.00427654	
0	0	0.0312277	0.0312277	
0	0	-0.0246968	-0.0246968	
0	0	0.0691966	0.0691966	
0	0	0.0252123	0.0252123	
0	0	0.00335511	0.00335511	
0	0	-0.0184331	-0.0184331	
0	0	0.0233702	0.0233702	
0	0	0.0440331	0.0440331	
0	0	0.109429	0.109429	
0	0	0.0216408	0.0216408	
0	0	-0.0229323	-0.0229323	
0	0	-0.0221132	-0.0221132	
0	0	0.00584991	0.00584991	
0	0	-0.00940712	-0.00940712	
0	0	-0.00699393	-0.00699393	
0	0	-0.0311092	-0.0311092	
0	0	-0.0233276	-0.0233276	
0	0	-0.00547091	-0.00547091	
0	0	-0.0010609	-0.0010609	
0	0	-0.00396738	-0.00396738	
0	0	0.0600073	0.0600073	
0	0	0.0382108	0.0382108	
0	0	0.0939995	0.0939995	
0	0	0.0457356	0.0457356	
0	0	0.028156	0.028156	
0	0	-0.00550425	-0.00550425	
0	0	0.157028	0.157028	
0	0	0.0475226	0.0475226	
0	0	0.057961	0.057961	
0	0	0.0638547	0.0638547	
0	0	0.0704071	0.0704071	
0	0	0.0744283	0.0744283	
0	0	0.00960726	0.00960726	
0	0	0.0143048	0.0143048	
0	0	0.0456927	0.0456927	
0	0	0.0409161	0.0409161	
0	0	0.0325718	0.0325718	
0	0	0.00090325	0.00090325	
0	0	0.0214762	0.0214762	
0	0	0.0953482	0.0953482	
0	0	0.0740983	0.0740983	
0	0	0.10263	0.10263	
0	0	-0.0404926	-0.0404926	
0	0	0.0280975	0.0280975	
0	0	0.0450759	0.0450759	
0	0	0.0525443	0.0525443	
0	0	0.00590461	0.00590461	
0	0	0.0366048	0.0366048	
0	0	-0.0222119	-0.0222119	
0	0	0.0911457	0.0911457	
0	0	-0.0153098	-0.0153098	
0	0	0.0222932	0.0222932	
0	0	0.0052641	0.0052641	
0	0	0.250073	0.250073	
0	0	0.0268826	0.0268826	
0	0	-0.012284	-0.012284	
0	0	0.0140207	0.0140207	
0	0	0.115533	0.115533	
0	0	0.0451328	0.0451328	
0	0	-0.0205212	-0.0205212	
0	0	0.0829629	0.0829629	
0	0	0.11114	0.11114	
0	0	0.0249882	0.0249882	
0	0	0.070147	0.070147	
0	0	-0.000613145	-0.000613145	
0	0	-0.000990118	-0.000990118	
0	0	0.0690565	0.0690565	
0	0	0.0474663	0.0474663	
0	0	0.0309391	0.0309391	
0	0	0.0639462	0.0639462	
0	0	0.169162	0.169162	
0	0	-0.0122824	-0.0122824	
0	0	-0.0132678	-0.0132678	
0	0	-0.0265766	-0.0265766	
0	0	0.123103	0.123103	
0	0	0.0150791	0.0150791	
0	0	-0.00474876	-0.00474876	
0	0	-0.00344033	-0.00344033	
0	0	0.0576268	0.0576268	
0	0	-0.0413786	-0.0413786	
0	0	-0.00742339	-0.00742339	
0	0	-0.0210631	-0.0210631	
0	0	-0.0289654	-0.0289654	
0	0	-0.0358736	-0.0358736	
0	0	0.124634	0.124634	
0	0	-0.0257324	-0.0257324	
0	0	0.20844	0.20844	
0	0	0.0331842	0.0331842	
0	0	0.00329713	0.00329713	
0	0	-0.0331278	-0.0331278	
0	0	-0.0352959	-0.0352959	
0	0	0.0243283	0.0243283	
0	0	-0.030487	-0.030487	
0	0	0.364416	0.364416	
0	0	-0.0138379	-0.0138379	
0	0	0.0445071	0.0445071	
0	0	0.0183429	0.0183429	
0	0	0.0596581	0.0596581	
0	0	-0.0196918	-0.0196918	
0	0	0.054251	0.054251	
0	0	0.0141651	0.0141651	
0	0	0.178544	0.178544	
0	0	0.0922699	0.0922699	
0	0	0.0421248	0.0421248	
0	0	-0.0311446	-0.0311446	
0	0	-0.0213727	-0.0213727	
0	0	0.052731	0.052731	
0	0	0.0333852	0.0333852	
0	0	-0.0171595	-0.0171595	
0	0	0.0755376	0.0755376	
0	0	0.0080677	0.0080677	
0	0	-0.0263416	-0.0263416	
0	0	0.00915677	0.00915677	
0	0	-0.0142916	-0.0142916	
0	0	-0.0324332	-0.0324332	
0	0	-0.0254902	-0.0254902	
0	0	0.0952651	0.0952651	
0	0	0.0348543	0.0348543	
0	0	0.0392724	0.0392724	
0	0	-0.0279628	-0.0279628	
0	0	0.0248233	0.0248233	
0	0	0.226219	0.226219	
0	0	0.0259816	0.0259816	
0	0	0.0808308	0.0808308	
0	0	0.0388744	0.0388744	
0	0	0.000877836	0.000877836	
0	0	-0.0044934	-0.0044934	
0	0	-0.0317746	-0.0317746	
0	0	0.0127709	0.0127709	
0	0	0.0435732	0.0435732	
0	0	0.0349007	0.0349007	
0	0	0.00915572	0.00915572	
0	0	0.109678	0.109678	
0	0	-0.00197656	-0.00197656	
0	0	0.0330852	0.0330852	
0	0	0.0740485	0.0740485	
0	0	0.0970433	0.0970433	
0	0	0.39714	0.39714	
0	0	0.0066452	0.0066452	
0	0	-0.0298466	-0.0298466	
0	0	0.00319616	0.00319616	
0	0	0.0228155	0.0228155	
0	0	0.177469	0.177469	
0	0	-0.0233291	-0.0233291	
0	0	0.0395142	0.0395142	
0	0	0.00887527	0.00887527	
0	0	0.0252284	0.0252284	
0	0	0.0690739	0.0690739	
0	0	0.0032044	0.0032044	
0	0	0.104054	0.104054	
0	0	-0.00262181	-0.00262181	
0	0	-0.0352805	-0.0352805	
0	0	0.0308303	0.0308303	
0	0	0.122075	0.122075	
0	0	-0.0167788	-0.0167788	
0	0	-0.0208135	-0.0208135	
0	0	0.0431753	0.0431753	
0	0	-0.0264502	-0.0264502	
0	0	-0.00155903	-0.00155903	
0	0	-0.0135259	-0.0135259	
0	0	0.0546658	0.0546658	
0	0	0.0500089	0.0500089	
0	0	0.156972	0.156972	
0	0	-0.0289275	-0.0289275	
0	0	0.00993632	0.00993632	
0	0	-0.0224426	-0.0224426	
0	0	0.102324	0.102324	
0	0	0.0424633	0.0424633	
0	0	-0.0230633	-0.0230633	
0	0	0.12483	0.12483	
0	0	-0.0265495	-0.0265495	
0	0	0.0666238	0.0666238	
0	0	-0.00441083	-0.00441083	
0	0	0.106669	0.106669	
0	0	-0.0178723	-0.0178723	
0	0	0.0464422	0.0464422	
0	0	-0.000658437	-0.000658437	
0	0	-0.00437795	-0.00437795	
0	0	0.0427061	0.0427061	
0	0	-0.0151994	-0.0151994	
0	0	0.00921699	0.00921699	
0	0	0.0416942	0.0416942	
0	0	0.0128866	0.0128866	
0	0	0.0373975	0.0373975	
0	0	-0.004956	-0.004956	
0	0	-0.0167154	-0.0167154	
0	0	0.173641	0.173641	
0	0	0.0135588	0.0135588	
0	0	-0.0357217	-0.0357217	
0	0	0.0409754	0.0409754	
0	0	0.155114	0.155114	
0	0	0.000818675	0.000818675	
0	0	0.00734121	0.00734121	
0	0	0.0753944	0.0753944	
0	0	0.0433254	0.0433254	
0	0	0.0286374	0.0286374	
0	0	0.0372725	0.0372725	
0	0	-0.0387333	-0.0387333	
0	0	0.0925152	0.0925152	
0	0	0.00925531	0.00925531	
0	0	0.0179472	0.0179472	
0	0	-0.0222367	-0.0222367	
0	0	0.046837	0.046837	
0	0	-0.0266001	-0.0266001	
0	0	0.122626	0.122626	
0	0	-0.00106129	-0.00106129	
0	0	-0.0275872	-0.0275872	
0	0	0.00289881	0.00289881	
0	0	-0.00850049	-0.00850049	
0	0	0.113277	0.113277	
0	0	0.0824707	0.0824707	
0	0	0.0398139	0.0398139	
0	0	0.051798	0.051798	
0	0	-0.00201238	-0.00201238	
0	0	0.0208628	0.0208628	
0	0	-0.00196649	-0.00196649	
0	0	-0.0206664	-0.0206664	
0	0	-0.00439779	-0.00439779	
0	0	0.0300187	0.0300187	
0	0	-0.017765	-0.017765	
0	0	-0.0173876	-0.0173876	
0	0	0.0280985	0.0280985	
0	0	0.0902421	0.0902421	
0	0	0.123989	0.123989	
0	0	0.0872162	0.0872162	
0	0	-0.00737714	-0.00737714	
0	0	0.0195239	0.0195239	
0	0	0.0389964	0.0389964	
0	0	0.0137167	0.0137167	
0	0	0.0302471	0.0302471	
0	0	0.0843381	0.0843381	
0	0	0.0585736	0.0585736	
0	0	-0.0199913	-0.0199913	
0	0	0.0287561	0.0287561	
0	0	0.128749	0.128749	
0	0	0.0141373	0.0141373	
0	0	0.117088	0.117088	
0	0	-0.0329194	-0.0329194	
0	0	0.0296338	0.0296338	
0	0	0.0920407	0.0920407	
0	0	-0.00598528	-0.00598528	
0	0	0.0176231	0.0176231	
0	0	0.12641	0.12641	
0	0	-0.00738539	-0.00738539	
0	0	-0.0381311	-0.0381311	
0	0	0.0583697	0.0583697	
0	0	0.00779508	0.00779508	
0	0	0.0469231	0.0469231	
0	0	0.0882304	0.0882304	
0	0	0.0182384	0.0182384	
0	0	-0.00226083	-0.00226083	
0	0	-0.0271268	-0.0271268	
0	0	0.116024	0.116024	
0	0	-0.0388849	-0.0388849	
0	0	0.197137	0.197137	
0	0	0.0382637	0.0382637	
0	0	-0.0189275	-0.0189275	
0	0	0.0819734	0.0819734	
0	0	0.101148	0.101148	
0	0	0.00742848	0.00742848	
0	0	0.091837	0.091837	
0	0	0.014094	0.014094	
0	0	0.0498297	0.0498297	
0	0	0.101974	0.101974	
0	0	-0.00472315	-0.00472315	
0	0	-0.0141963	-0.0141963	
0	0	-0.00525084	-0.00525084	
0	0	-0.0057654	-0.0057654	
0	0	0.0643899	0.0643899	
0	0	0.0971156	0.0971156	
0	0	0.00639341	0.00639341	
0	0	-0.00126619	-0.00126619	
0	0	0.197624	0.197624	
0	0	0.0146526	0.0146526	
0	0	0.0258715	0.0258715	
0	0	0.0893409	0.0893409	
0	0	0.0309318	0.0309318	
0	0	0.0584448	0.0584448	
0	0	0.00700307	0.00700307	
0	0	0.00118718	0.00118718	
0	0	0.026687	0.026687	
0	0	-0.00493786	-0.00493786	
0	0	0.0164843	0.0164843	
0	0	0.0563072	0.0563072	
0	0	-0.0254585	-0.0254585	
0	0	-0.0313002	-0.0313002	
0	0	-0.00760584	-0.00760584	
0	0	0.133567	0.133567	
0	0	0.0267385	0.0267385	
0	0	-0.0139026	-0.0139026	
0	0	-0.0231971	-0.0231971	
0	0	0.111378	0.111378	
0	0	0.0147966	0.0147966	
0	0	0.206079	0.206079	
0	0	-0.0278437	-0.0278437	
0	0	-0.00424167	-0.00424167	
0	0	0.00978333	0.00978333	
0	0	-0.015805	-0.015805	
0	0	0.0258081	0.0258081	
0	0	0.0133847	0.0133847	
0	0	0.0227876	0.0227876	
0	0	0.0342028	0.0342028	
0	0	0.0644379	0.0644379	
0	0	0.0249137	0.0249137	
0	0	0.00997056	0.00997056	
0	0	0.0231938	0.0231938	
0	0	-0.0220414	-0.0220414	
0	0	0.174446	0.174446	
0	0	-0.00848755	-0.00848755	
0	0	0.140772	0.140772	
0	0	-0.020172	-0.020172	
0	0	0.0784113	0.0784113	
0	0	0.0434213	0.0434213	
0	0	0.127472	0.127472	
0	0	-0.0284187	-0.0284187	
0	0	0.0844501	0.0844501	
0	0	-0.0380871	-0.0380871	
0	0	0.024084	0.024084	
0	0	0.197798	0.197798	
0	0	0.0700983	0.0700983	
0	0	0.0667593	0.0667593	
0	0	0.0398284	0.0398284	
0	0	0.0221605	0.0221605	
0	0	-0.0204016	-0.0204016	
0	0	-0.0186218	-0.0186218	
0	0	0.0214178	0.0214178	
0	0	-0.0356775	-0.0356775	
0	0	0.088885	0.088885	
0	0	0.0300752	0.0300752	
0	0	0.0794065	0.0794065	
0	0	0.111421	0.111421	
0	0	0.173042	0.173042	
0	0	0.0719879	0.0719879	
0	0	-0.0376488	-0.0376488	
0	0	-0.0340914	-0.0340914	
0	0	0.034516	0.034516	
